# Chunk-averaged data for fix fchT and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
20000 51 94378
  1 0.716742 944 196.587
  2 10.7167 1888 214.446
  3 20.7167 1888 219.098
  4 30.7167 1888 218.178
  5 40.7167 1888 217.842
  6 50.7167 1888 217.423
  7 60.7167 1888 217.567
  8 70.7167 1888 212.573
  9 80.7167 1888 211.034
  10 90.7167 1888 202.442
  11 100.717 1888 195.563
  12 110.717 1888 185.133
  13 120.717 1888 177.668
  14 130.717 1888 172.496
  15 140.717 1888 170.001
  16 150.717 1888 166.312
  17 160.717 1888.08 162.052
  18 170.717 1890.69 158.625
  19 180.717 1911.8 156.397
  20 190.717 1952.29 153.847
  21 200.717 1966.94 153.004
  22 210.717 1931.97 150.378
  23 220.717 1899.75 148.857
  24 230.717 1891.48 147.284
  25 240.717 1889.7 144.574
  26 250.717 1873.29 141.746
  27 260.717 1886 138.483
  28 270.717 1888 136.26
  29 280.717 1888 134.644
  30 290.717 1888 133.522
  31 300.717 1888 130.923
  32 310.717 1888 129.417
  33 320.717 1888 128.255
  34 330.717 1888 126.754
  35 340.717 1888 124.801
  36 350.717 1888 123.188
  37 360.717 1888 121.412
  38 370.717 1888 118.212
  39 380.717 1888 114.282
  40 390.717 1888 110.749
  41 400.717 1888 103.339
  42 410.717 1888 95.8421
  43 420.717 1888 91.1569
  44 430.717 1888 87.6165
  45 440.717 1888 84.7895
  46 450.717 1888 83.1735
  47 460.717 1888 81.7972
  48 470.717 1888 80.6635
  49 480.717 1888 80.4457
  50 490.717 1888 81.4147
  51 500.717 708 87.7265
30000 51 94378
  1 0.716742 944 200.532
  2 10.7167 1888 216.86
  3 20.7167 1888 225.129
  4 30.7167 1888 227.597
  5 40.7167 1888 229.725
  6 50.7167 1888 228.25
  7 60.7167 1888 222.597
  8 70.7167 1888 219.866
  9 80.7167 1888 216.955
  10 90.7167 1888 210.423
  11 100.717 1888 197.242
  12 110.717 1888 182.53
  13 120.717 1888 173.899
  14 130.717 1888 166.692
  15 140.717 1888 161.292
  16 150.717 1888.01 157.905
  17 160.717 1888.29 155.212
  18 170.717 1891.57 152.316
  19 180.717 1911.45 149.373
  20 190.717 1952.29 148.072
  21 200.717 1963.44 143.747
  22 210.717 1926.99 142.825
  23 220.717 1900.57 141.357
  24 230.717 1893.89 139.04
  25 240.717 1891.13 134.669
  26 250.717 1876.37 131.562
  27 260.717 1886 128.452
  28 270.717 1888 126.617
  29 280.717 1888 124.05
  30 290.717 1888 121.548
  31 300.717 1888 120.637
  32 310.717 1888 118.308
  33 320.717 1888 116.687
  34 330.717 1888 115.717
  35 340.717 1888 113.187
  36 350.717 1888 111.612
  37 360.717 1888 108.692
  38 370.717 1888 106.769
  39 380.717 1888 103.873
  40 390.717 1888 98.3171
  41 400.717 1888 88.8639
  42 410.717 1888 80.6214
  43 420.717 1888 75.0018
  44 430.717 1888 71.4008
  45 440.717 1888 68.5457
  46 450.717 1888 66.3074
  47 460.717 1888 64.7828
  48 470.717 1888 63.6301
  49 480.717 1888 63.0598
  50 490.717 1888 63.9273
  51 500.717 708 69.7224
40000 51 94378
  1 0.716742 885.921 2232.97
  2 10.7167 1701.21 1909.73
  3 20.7167 1763.53 2104.35
  4 30.7167 1857.36 2401.96
  5 40.7167 1917 2510.61
  6 50.7167 1927.81 2457.57
  7 60.7167 1918.16 2358.2
  8 70.7167 1916.96 2357.11
  9 80.7167 1915.83 2303.3
  10 90.7167 1929.08 2291.18
  11 100.717 1925.61 2187.47
  12 110.717 1909.06 2025.46
  13 120.717 1886.14 1867.33
  14 130.717 1885.03 1875.48
  15 140.717 1885.3 1850.5
  16 150.717 1911.4 1931.53
  17 160.717 1906.46 1877.07
  18 170.717 1916.38 1901.86
  19 180.717 1954.65 1918.03
  20 190.717 1935.98 1685.11
  21 200.717 1967.31 1834.11
  22 210.717 1919.31 1709.63
  23 220.717 1932.34 1792.08
  24 230.717 1892.67 1553.89
  25 240.717 1893.68 1473.85
  26 250.717 1904.2 1486.45
  27 260.717 1923.06 1500.56
  28 270.717 1906.76 1498.53
  29 280.717 1901.36 1530.09
  30 290.717 1899.47 1630.65
  31 300.717 1902.77 1684.4
  32 310.717 1900.92 1659.61
  33 320.717 1873.81 1563.71
  34 330.717 1903.22 1748.69
  35 340.717 1906.22 1822.6
  36 350.717 1896.58 1796.36
  37 360.717 1892.03 1767.11
  38 370.717 1892.25 1789.37
  39 380.717 1890.67 1771.73
  40 390.717 1888.84 1793.73
  41 400.717 1888.78 1819.77
  42 410.717 1916.21 1930.93
  43 420.717 1910.82 1998.1
  44 430.717 1905.83 2118.04
  45 440.717 1908.8 2161.28
  46 450.717 1917.9 2198.39
  47 460.717 1900.44 2221.26
  48 470.717 1853.57 2065.56
  49 480.717 1808.47 1810.16
  50 490.717 1762.11 1511.55
  51 500.717 668.731 1619.82
50000 51 94378
  1 0.716742 481.103 8391.62
  2 10.7167 497.553 8415.58
  3 20.7167 499.17 7835.97
  4 30.7167 776.112 6436.71
  5 40.7167 1246.96 5520.63
  6 50.7167 1561.53 5286.79
  7 60.7167 1813.99 5274.92
  8 70.7167 1956.18 5177.78
  9 80.7167 2033.11 5039.89
  10 90.7167 2161.01 4930.56
  11 100.717 2207.32 4702.82
  12 110.717 2155.94 4525.96
  13 120.717 2142.75 4348.77
  14 130.717 2260.74 4171.61
  15 140.717 2360.63 4005.61
  16 150.717 2218.94 3824.23
  17 160.717 2295.27 3699.14
  18 170.717 2340.39 3590.13
  19 180.717 2321.67 3592.37
  20 190.717 2228.64 3384.75
  21 200.717 2186.41 3377.26
  22 210.717 2060.75 3228.08
  23 220.717 2079.14 3139.29
  24 230.717 2018.92 3082.48
  25 240.717 2046.05 2975.06
  26 250.717 2059.24 2973.4
  27 260.717 2110.41 2955.13
  28 270.717 2089.34 2935.05
  29 280.717 2086.18 3055.15
  30 290.717 2076.69 3193.8
  31 300.717 2105.53 3166.8
  32 310.717 2151.55 3293.67
  33 320.717 2215.85 3516.02
  34 330.717 2340.4 3834.7
  35 340.717 2570.69 4119.13
  36 350.717 2446.72 4274.65
  37 360.717 2399.55 4604.23
  38 370.717 2357.52 4920.19
  39 380.717 2353.56 5169.06
  40 390.717 2287.42 5364.02
  41 400.717 2208.04 5570.49
  42 410.717 2091.74 5481.09
  43 420.717 1953.6 5446.89
  44 430.717 1768.56 5369.23
  45 440.717 1612.97 5375
  46 450.717 1423.04 5365.88
  47 460.717 1186.98 5421.93
  48 470.717 875.173 5619.85
  49 480.717 655.962 6869.41
  50 490.717 527.517 8088.43
  51 500.717 473.484 8470.53
