# Chunk-averaged data for fix fchT and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
20000 51 93882
  35 340.711 1880.56 767.689
  36 350.711 1910.88 924.211
  37 360.711 1893.91 787.898
  38 370.711 1884.05 737.128
  39 380.711 1874.81 679.146
  40 390.711 1880.1 659.762
  41 400.711 1885.09 626.506
  42 410.711 1886.87 592.71
  43 420.711 1888.28 541.887
  44 430.711 1884.03 472.601
  45 440.711 1885.93 423.465
  46 450.711 1886.53 358.768
  47 460.711 1888.88 288.279
  48 470.711 1886.64 232.701
  49 480.711 1885.45 165.031
  50 490.711 1881.61 129.186
  51 500.711 467.337 103.441
40000 51 93882
  1 0.710755 649.555 7778.12
  2 10.7108 1066.96 6368.54
  3 20.7108 1184.54 5633.23
  4 30.7108 1384.36 4436.19
  5 40.7108 1566.27 4018.18
  6 50.7108 1692.63 3733.68
  7 60.7108 1871.44 3651.6
  8 70.7108 1962.49 3567.13
  9 80.7108 1991.99 3450.64
  10 90.7108 2092.82 3579.84
  11 100.711 2061.19 3373.29
  12 110.711 2085.35 3041.14
  13 120.711 2017.51 2681.92
  14 130.711 2007.64 2567.47
  15 140.711 2039.8 2449.67
  16 150.711 1999.12 2361.02
  17 160.711 1971.18 2206.51
  18 170.711 1984.26 2153.4
  19 180.711 1986.02 2173.21
  20 190.711 1987.32 2222.31
  21 200.711 2022.45 2050.77
  22 210.711 1992.08 1936.28
  23 220.711 2055.92 1884.34
  24 230.711 2097.75 1778.43
  25 240.711 2104.1 1779.52
  26 250.711 2176.14 1736.77
  27 260.711 2130.49 1720.24
  28 270.711 2072.18 1762.21
  29 280.711 2013.68 1746.81
  30 290.711 2012.97 1789.1
  31 300.711 2009.8 1917.99
  32 310.711 2012.1 2072.69
  33 320.711 2017.66 2373.13
  34 330.711 2008.7 2445.13
  35 340.711 2018.31 2494.35
  36 350.711 1986 2463.62
  37 360.711 1966.6 2465.6
  38 370.711 1913.51 2612.64
  39 380.711 1959.23 2838.98
  40 390.711 2007.37 3152.78
  41 400.711 1987.89 3381.29
  42 410.711 2002.39 3578.55
  43 420.711 1971.48 3643.59
  44 430.711 1917.44 3912.11
  45 440.711 1948.55 4090.48
  46 450.711 1795.28 4168.28
  47 460.711 1590.93 4487.71
  48 470.711 1453.9 4965.82
  49 480.711 1277.55 5686.18
  50 490.711 1242.58 6662.63
  51 500.711 514.483 8042.19
50000 51 93882
  1 0.710755 509.914 6616.88
  2 10.7108 762.442 5019.7
  3 20.7108 767.005 4205.18
  4 30.7108 1119.45 3521.11
  5 40.7108 1361.9 3291.62
  6 50.7108 1470.71 3356.38
  7 60.7108 1689.71 3489.61
  8 70.7108 1723.45 3293.08
  9 80.7108 1874.47 3336.67
  10 90.7108 1931.43 3314.7
  11 100.711 2010.69 3252
  12 110.711 2160.47 3473.48
  13 120.711 2222.2 3383.95
  14 130.711 2158.27 3160.47
  15 140.711 2158.81 3031.83
  16 150.711 2109.75 2862.21
  17 160.711 2140.43 2915.65
  18 170.711 2095.83 2762.66
  19 180.711 2100.63 2636.68
  20 190.711 2058.27 2618.77
  21 200.711 2090.14 2617.82
  22 210.711 2200.69 2602.59
  23 220.711 2210.09 2491.64
  24 230.711 2217.49 2520.85
  25 240.711 2275.47 2502.95
  26 250.711 2415.93 2430.76
  27 260.711 2369.11 2469.05
  28 270.711 2280.95 2417.12
  29 280.711 2335.71 2439.62
  30 290.711 2276.12 2536.09
  31 300.711 2240.76 2582.27
  32 310.711 2254.64 2649.52
  33 320.711 2177.98 2654.43
  34 330.711 2120.07 2636.06
  35 340.711 2107.56 2636.74
  36 350.711 2031.12 2729.34
  37 360.711 2035.7 2836.74
  38 370.711 2077.87 2902.84
  39 380.711 2185.03 3096.02
  40 390.711 2205.83 3286.13
  41 400.711 2063.47 3259.74
  42 410.711 1954.66 2995.2
  43 420.711 1796.52 2912.53
  44 430.711 1856.39 3151.32
  45 440.711 1781.03 3228.56
  46 450.711 1526.48 3303.99
  47 460.711 1254.24 3428.1
  48 470.711 1112.23 4083.55
  49 480.711 816.208 4923.09
  50 490.711 793.897 5561.46
  51 500.711 392.783 7289.48
