# Chunk-averaged data for fix fchT and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
20000 51 94338
  16 150.724 1922.98 2126.31
  17 160.724 1945.17 2070.57
  18 170.724 2033.3 1912.81
  19 180.724 2000.84 1833.67
  20 190.724 2040.58 1925.38
  21 200.724 2112.85 1793.23
  22 210.724 2037.9 1729.65
  23 220.724 2002.5 1699.31
  24 230.724 2004.59 1701.5
  25 240.724 2017.24 1739.96
  26 250.724 2084.03 1775.55
  27 260.724 2054.18 1708.07
  28 270.724 2081.09 1712.27
  29 280.724 1982.45 1653.76
  30 290.724 2040.6 1710.3
  31 300.724 2065.32 1823.92
  32 310.724 1983.68 1904.22
  33 320.724 1983.73 2023.27
  34 330.724 2048.11 2279.14
  35 340.724 1982.94 2318.94
  36 350.724 1988.37 2345.31
  37 360.724 1952.26 2292.32
  38 370.724 1976.31 2448.22
  39 380.724 1993.81 2729.82
  40 390.724 2009.24 2962.7
  41 400.724 1945.22 2930.22
  42 410.724 1883.89 2900.61
  43 420.724 1957.09 3149.4
  44 430.724 1952.41 3296.14
  45 440.724 1854.43 3328.5
  46 450.724 1775.82 3225.71
  47 460.724 1714.29 3200.24
  48 470.724 1703.51 3526.59
  49 480.724 1317.78 4062.45
  50 490.724 1147.86 5458.7
  51 500.724 715.2 7039.75
50000 51 94338
  1 0.723652 777.589 5669.74
  2 10.7237 1063.63 4570.81
  3 20.7237 1226.19 3780.9
  4 30.7237 1480.67 3430.5
  5 40.7237 1567.92 3379.05
  6 50.7237 1769.83 3415.54
  7 60.7237 1835.8 3292.74
  8 70.7237 1779.85 2791.9
  9 80.7237 1795.15 2808.35
  10 90.7237 1907.79 2845.41
  11 100.724 1931.16 2774.9
  12 110.724 1947.9 2570.66
  13 120.724 1991.2 2626.77
  14 130.724 2027.81 2382.37
  15 140.724 2065.69 2281.85
  16 150.724 2063.7 2257.67
  17 160.724 2148.3 2244.51
  18 170.724 2171.47 2257.78
  19 180.724 2171.72 2198.58
  20 190.724 2242.94 2264.05
  21 200.724 2197.01 2243.01
  22 210.724 2101.65 2222.34
  23 220.724 2021.1 2152.06
  24 230.724 2058.9 2157.62
  25 240.724 2001.82 2107.84
  26 250.724 2053.57 2084.82
  27 260.724 2017.78 2155.27
  28 270.724 2085.61 2159.34
  29 280.724 2205.55 2199.77
  30 290.724 2251.09 2333.32
  31 300.724 2093.63 2336
  32 310.724 2093.01 2415.11
  33 320.724 2069.65 2428.47
  34 330.724 2064.52 2367.04
  35 340.724 1946.57 2381.92
  36 350.724 1993.67 2474.81
  37 360.724 2018.05 2606.23
  38 370.724 1985.41 2509.3
  39 380.724 2034.48 2565.32
  40 390.724 2027.09 2778.96
  41 400.724 2023.37 2932.37
  42 410.724 1941.22 2844.01
  43 420.724 1940.67 2910.7
  44 430.724 1889.6 2853.21
  45 440.724 1837.67 2806.24
  46 450.724 1619.15 2652.74
  47 460.724 1593.69 2629.36
  48 470.724 1414.29 3028.4
  49 480.724 1139.43 4084.84
  50 490.724 1044.09 4910.88
  51 500.724 608.349 6371.54
