# Chunk-averaged data for fix fchT and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
20000 51 94314
  1 0.71415 944 196.119
  2 10.7142 1888 213.071
  3 20.7142 1888 219.504
  4 30.7142 1888 217.7
  5 40.7142 1888 218.391
  6 50.7142 1888 218.203
  7 60.7142 1888 215.69
  8 70.7142 1888 214.275
  9 80.7142 1888 211.353
  10 90.7142 1888 206.164
  11 100.714 1888 197.308
  12 110.714 1888 186.545
  13 120.714 1888.01 179.559
  14 130.714 1888.33 174.012
  15 140.714 1890.41 170.441
  16 150.714 1895.52 168.386
  17 160.714 1904.81 167.173
  18 170.714 1917.92 165.119
  19 180.714 1928.84 164.568
  20 190.714 1927.44 172.163
  21 200.714 1909.59 180.34
  22 210.714 1899.11 198.827
  23 220.714 1894.03 191.171
  24 230.714 1886.38 188.939
  25 240.714 1903.01 165.396
  26 250.714 1877.59 161.479
  27 260.714 1884.6 165.757
  28 270.714 1887.21 190.016
  29 280.714 1886.14 199.008
  30 290.714 1884.64 195.192
  31 300.714 1886.07 186.767
  32 310.714 1885.14 171.268
  33 320.714 1885.36 143.205
  34 330.714 1886 133.998
  35 340.714 1885.99 127.783
  36 350.714 1885.19 124.789
  37 360.714 1885.91 121.344
  38 370.714 1886.93 118.662
  39 380.714 1887.33 114.797
  40 390.714 1887.55 109.898
  41 400.714 1887.56 101.982
  42 410.714 1887.61 95.1424
  43 420.714 1887.8 90.2702
  44 430.714 1887.99 86.7013
  45 440.714 1888 83.87
  46 450.714 1888 81.8124
  47 460.714 1888 80.2054
  48 470.714 1888 79.4734
  49 480.714 1888 79.034
  50 490.714 1888 79.8956
  51 500.714 708 86.0162
30000 51 94314
  1 0.71415 863.981 3066.68
  2 10.7142 1650.26 2422.89
  3 20.7142 1801.66 2370.07
  4 30.7142 1854.9 2265.96
  5 40.7142 1862.5 2119.04
  6 50.7142 1879.88 2049.96
  7 60.7142 1921.17 2101.43
  8 70.7142 1884.83 1793.57
  9 80.7142 1925.06 1746.93
  10 90.7142 1915.19 1693.4
  11 100.714 1943.85 1853.6
  12 110.714 1946.86 1796.74
  13 120.714 1927.17 1558.04
  14 130.714 1869.35 1314.2
  15 140.714 1846.85 1246.74
  16 150.714 1882.29 1304.32
  17 160.714 1925.95 1348.49
  18 170.714 1933.31 1400.9
  19 180.714 1927.85 1384.61
  20 190.714 1891.05 1159.89
  21 200.714 1918.13 1009.86
  22 210.714 1909.97 937.849
  23 220.714 1914.44 944.107
  24 230.714 1910.44 884.427
  25 240.714 1944.31 876.243
  26 250.714 1927.55 946.976
  27 260.714 1950.16 917.988
  28 270.714 1985.52 978.122
  29 280.714 1938.76 975.98
  30 290.714 1978.92 1167.8
  31 300.714 1945.79 1231.94
  32 310.714 1943.54 1239.91
  33 320.714 1919.67 1214.41
  34 330.714 1893.88 1262.06
  35 340.714 1903.81 1357.37
  36 350.714 1896.12 1371.48
  37 360.714 1918.59 1363.3
  38 370.714 1932.55 1417.35
  39 380.714 1924.86 1527.72
  40 390.714 1925.26 1538.6
  41 400.714 1890.35 1516.99
  42 410.714 1881.36 1555.31
  43 420.714 1882.54 1574.59
  44 430.714 1854.44 1645.29
  45 440.714 1851.64 1711.53
  46 450.714 1865.74 1954.12
  47 460.714 1904.44 2148.4
  48 470.714 1889.18 2189.7
  49 480.714 1747.6 2232.13
  50 490.714 1654.38 2400
  51 500.714 656.1 3007.75
40000 51 94314
  1 0.71415 739.541 5414.84
  2 10.7142 981.487 4168.64
  3 20.7142 1261.54 3380.48
  4 30.7142 1520.49 3096.66
  5 40.7142 1577.13 2830.56
  6 50.7142 1743.53 2750.15
  7 60.7142 1788.53 2805.05
