# Chunk-averaged data for fix fchT and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
20000 51 94338
  1 0.723652 944 168.309
  2 10.7237 1888 178.672
  3 20.7237 1888 182.036
  4 30.7237 1888 181.196
  5 40.7237 1888 181.738
  6 50.7237 1888 181.304
  7 60.7237 1888 179.552
  8 70.7237 1888 177.353
  9 80.7237 1888 176.435
  10 90.7237 1888 175.308
  11 100.724 1888 171.396
  12 110.724 1888 166.097
  13 120.724 1888 162.854
  14 130.724 1888 161.379
  15 140.724 1888 159.041
  16 150.724 1888.15 156.911
  17 160.724 1891.24 156.123
  18 170.724 1908.21 155.626
  19 180.724 1936.46 154.746
  20 190.724 1949.57 153.157
  21 200.724 1929.05 152.183
  22 210.724 1906.04 150.452
  23 220.724 1894.78 149.679
  24 230.724 1889.98 147.909
  25 240.724 1895.46 146.368
  26 250.724 1875.04 146.697
  27 260.724 1877.14 144.536
  28 270.724 1884.5 142.894
  29 280.724 1886.72 141.057
  30 290.724 1885.77 140.798
  31 300.724 1884.7 140.926
  32 310.724 1887.2 138.969
  33 320.724 1888 137.693
  34 330.724 1888 136.648
  35 340.724 1888 135.321
  36 350.724 1888 134.551
  37 360.724 1888 133.391
  38 370.724 1888 132.194
  39 380.724 1888 129.751
  40 390.724 1888 127.153
  41 400.724 1888 122.6
  42 410.724 1888 119.509
  43 420.724 1888 117.981
  44 430.724 1888 115.7
  45 440.724 1888 114.424
  46 450.724 1888 113.769
  47 460.724 1888 112.443
  48 470.724 1888 112.174
  49 480.724 1888 111.844
  50 490.724 1888 112.839
  51 500.724 708 115.386
30000 51 94338
  1 0.723652 945.577 1703.51
  2 10.7237 1900.14 1661.89
  3 20.7237 1867.72 1450.31
  4 30.7237 1862.88 1307.24
  5 40.7237 1877.52 1362.78
  6 50.7237 1897.62 1418.5
  7 60.7237 1854.55 1365.39
  8 70.7237 1857.24 1398.2
  9 80.7237 1865.96 1382.39
  10 90.7237 1883.01 1441.87
  11 100.724 1892.93 1456.81
  12 110.724 1875.85 1378.52
  13 120.724 1873.59 1332.3
  14 130.724 1898.56 1465.15
  15 140.724 1884.61 1404.42
  16 150.724 1877.71 1281.62
  17 160.724 1886.32 1224.13
  18 170.724 1919.23 1279.08
  19 180.724 1943.6 1257.49
  20 190.724 1909.59 1141.66
  21 200.724 1906.7 1149.98
  22 210.724 1906.84 1124.08
  23 220.724 1926.42 1029.76
  24 230.724 1958.55 1069.23
  25 240.724 1923.52 914.591
  26 250.724 1918.41 824.061
  27 260.724 1897.94 823.572
  28 270.724 1923.48 859.224
  29 280.724 1895.62 865.467
  30 290.724 1898.55 1038.37
  31 300.724 1922.25 1182.78
  32 310.724 1896.7 1216.02
  33 320.724 1894.47 1139.49
  34 330.724 1902.46 1233.97
  35 340.724 1946.54 1326.4
  36 350.724 1931.39 1394.13
  37 360.724 1894.58 1285.99
  38 370.724 1876.83 1241.47
  39 380.724 1867.98 1211.43
  40 390.724 1866.9 1232.48
  41 400.724 1885.9 1312.57
  42 410.724 1877.26 1298.6
  43 420.724 1867.79 1251.97
  44 430.724 1868.92 1351.29
  45 440.724 1897.82 1503.75
  46 450.724 1905.93 1517.13
  47 460.724 1884.05 1474.84
  48 470.724 1885.64 1480.57
  49 480.724 1871.84 1461.12
  50 490.724 1796.15 1358.82
  51 500.724 666.364 1426.99
40000 51 94338
  1 0.723652 919.352 6776.9
  2 10.7237 1307.84 5586.62
  3 20.7237 1386.62 4703.05
  4 30.7237 1569.97 3924.03
  5 40.7237 1723.93 3808.07
  6 50.7237 1909.69 3899.05
  7 60.7237 1879.85 3645.3
  8 70.7237 1926.9 3436.29
  9 80.7237 1829.27 3006.93
  10 90.7237 1813.77 2803.65
  11 100.724 1881.58 2813.84
  12 110.724 1911.45 2759.78
  13 120.724 1934.17 2537.92
  14 130.724 1973.45 2347.78
  15 140.724 1999.15 2355.81
  16 150.724 2049.4 2398.97
  17 160.724 1985.97 2041.26
  18 170.724 1958.64 1892.08
  19 180.724 1987.13 1842.83
  20 190.724 1994.79 1848.9
  21 200.724 1983.71 1790.78
  22 210.724 1985.88 1618.36
  23 220.724 1943.76 1553.95
  24 230.724 1974.75 1559.32
  25 240.724 2039.54 1608.44
  26 250.724 2051.95 1691.61
  27 260.724 1995.41 1668.2
  28 270.724 2053.22 1610.83
  29 280.724 2112.18 1600.76
  30 290.724 2048.06 1829.03
  31 300.724 1961.88 1829.76
  32 310.724 1973.57 1919.55
  33 320.724 2038.08 2030.45
  34 330.724 2081.36 2089.89
  35 340.724 2035.62 2055.95
  36 350.724 2051.62 2148.27
  37 360.724 2024.65 2325.24
  38 370.724 1946.64 2250.38
  39 380.724 1919.31 2279.43
  40 390.724 1932.88 2476.11
  41 400.724 2017.56 2779.58
  42 410.724 2091.3 3173.64
  43 420.724 2102.93 3553.87
  44 430.724 2020.59 3667.62
  45 440.724 1940 3808.75
  46 450.724 1776.91 3590.29
  47 460.724 1742.93 3573.78
  48 470.724 1587.26 3348.91
  49 480.724 1273.76 3612
  50 490.724 1101.01 4493.35
  51 500.724 586.751 6396.96
50000 51 94338
  1 0.723652 758.119 5746.67
  2 10.7237 1065.17 4505.35
  3 20.7237 1142.16 3717.91
  4 30.7237 1452.6 3680.27
  5 40.7237 1607.22 3528.28
  6 50.7237 1651.43 3284.1
  7 60.7237 1742.86 2995.41
  8 70.7237 1902.69 3158.99
  9 80.7237 1877 2935.64
  10 90.7237 1852.36 2797.2
  11 100.724 1851.63 2926.36
  12 110.724 1887.35 2873.85
  13 120.724 1909.95 2733.05
  14 130.724 1936.5 2569.32
  15 140.724 2035.21 2492.81
  16 150.724 2070.8 2477.89
  17 160.724 2086.93 2458.18
  18 170.724 2045.48 2326.11
  19 180.724 2033.46 2133.02
  20 190.724 2049.22 2142.47
  21 200.724 2081.3 2228.84
  22 210.724 2105.88 2245.44
  23 220.724 2042.69 2174.35
  24 230.724 2082.74 2180.68
  25 240.724 2101.66 2184.69
  26 250.724 2080.34 2194.81
  27 260.724 2049.98 2144.88
  28 270.724 2068.8 2061.68
  29 280.724 2165.98 2033.54
  30 290.724 2156.97 2155.4
  31 300.724 2081.76 2267.55
  32 310.724 2081.05 2281.96
  33 320.724 2074.39 2271.48
  34 330.724 2113.11 2369.31
  35 340.724 2156.72 2450.4
  36 350.724 2171.61 2561.79
  37 360.724 2067.69 2563.86
  38 370.724 2108.13 2656.66
  39 380.724 2098.01 2699.69
  40 390.724 2089.42 2690.44
  41 400.724 2044.08 2753.85
  42 410.724 2059.15 2984.14
  43 420.724 2035.16 2943.69
  44 430.724 1904.73 2935.6
  45 440.724 1767.23 2973.53
  46 450.724 1586.79 2791.87
  47 460.724 1571.64 2897.61
  48 470.724 1470.77 2763.89
  49 480.724 1256.87 3026.52
  50 490.724 1126.47 3748.35
  51 500.724 578.723 5115.61
