# Chunk-averaged data for fix fchT and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
20000 51 93882
  20 190.711 1944.46 830.162
  21 200.711 1931.68 856.005
  22 210.711 1899.85 834.015
  23 220.711 1895.76 788.141
  24 230.711 1908.76 793.805
  25 240.711 1916.51 754.845
  26 250.711 1894.25 784.66
  27 260.711 1914.11 830.312
  28 270.711 1886.63 753.097
  29 280.711 1893.12 739.386
  30 290.711 1897.8 779.913
  31 300.711 1889.97 787.156
  32 310.711 1897.59 848.965
  33 320.711 1895.73 891.569
  34 330.711 1887.26 876.409
  35 340.711 1882.02 882.374
  36 350.711 1865.17 820.388
  37 360.711 1891.29 872.214
  38 370.711 1885.82 850.297
  39 380.711 1887.09 822.71
  40 390.711 1889.14 825.75
  41 400.711 1884.04 754.279
  42 410.711 1886.1 714.968
  43 420.711 1888.75 639.683
  44 430.711 1884.02 550.348
  45 440.711 1883.6 502.656
  46 450.711 1886.1 458.609
  47 460.711 1885.02 390.842
  48 470.711 1889.6 346.298
  49 480.711 1890.5 287.959
  50 490.711 1876.4 239.67
  51 500.711 468.154 205.429
40000 51 93882
  1 0.710755 529.771 6852.69
  2 10.7108 952.995 5378.06
  3 20.7108 1130.49 4644.24
  4 30.7108 1484.77 4258.36
  5 40.7108 1671.66 4305.78
  6 50.7108 1872.63 4236.7
  7 60.7108 2073.7 4085.87
  8 70.7108 2040.04 3821.19
  9 80.7108 2070.62 3618.08
  10 90.7108 2109.58 3442.96
  11 100.711 2057.87 3075.41
  12 110.711 2017.67 2814.29
  13 120.711 2032.36 2755.06
  14 130.711 1995.26 2617.28
  15 140.711 1943.15 2456.06
  16 150.711 1987.25 2376.53
  17 160.711 2005.05 2307.24
  18 170.711 1962.6 2177.92
  19 180.711 1958.86 2043.28
  20 190.711 1986.63 1869.19
  21 200.711 1993.43 1919.38
  22 210.711 1990.7 2031.58
  23 220.711 2044.3 2041.97
  24 230.711 2096.6 1961.92
  25 240.711 2075.29 1829.23
  26 250.711 2073.5 1719.03
  27 260.711 2186.38 1710.28
  28 270.711 2047.84 1722.1
  29 280.711 2001.6 1745.25
  30 290.711 1982.03 1830.3
  31 300.711 1997.77 1951.32
  32 310.711 2009.03 2018.26
  33 320.711 2007.23 2085.25
  34 330.711 1987.21 2193.34
  35 340.711 1922.36 2412.52
  36 350.711 1885.47 2399.61
  37 360.711 1963.05 2617.83
  38 370.711 2012.42 2809.88
  39 380.711 2020.75 3134.66
  40 390.711 2016.71 3418.94
  41 400.711 1986.59 3536.45
  42 410.711 1965.63 3591.44
  43 420.711 2000.51 3800.75
  44 430.711 1951.65 3857.19
  45 440.711 1833.2 3999.39
  46 450.711 1761.96 4190.84
  47 460.711 1727.49 4349.71
  48 470.711 1492.79 4663.54
  49 480.711 1330.24 5726.86
  50 490.711 1191.53 6072.07
  51 500.711 443.792 7639.44
50000 51 93882
  1 0.710755 463.572 6275.29
  2 10.7108 664.858 4559.05
  3 20.7108 848.205 3652.65
  4 30.7108 1102.29 3226.58
  5 40.7108 1274.96 3158.33
  6 50.7108 1510.27 3322.53
  7 60.7108 1808.2 3360.5
  8 70.7108 1917.07 3423.49
  9 80.7108 1976.97 3539.84
  10 90.7108 2155.33 3717.82
  11 100.711 2232.45 3542.59
  12 110.711 2184.98 3404.16
  13 120.711 2141.87 3055.66
  14 130.711 2217.12 2972.53
  15 140.711 2185.54 2856.5
  16 150.711 2149.21 2718.43
  17 160.711 2152.98 2611.83
  18 170.711 2055.11 2510.97
  19 180.711 2073.88 2577.53
  20 190.711 2142.7 2561.63
  21 200.711 2167.34 2492.18
  22 210.711 2177.81 2492.63
  23 220.711 2301.68 2358.41
  24 230.711 2301.95 2321.24
  25 240.711 2142.55 2287.33
  26 250.711 2155.9 2247.33
  27 260.711 2315.37 2286.9
  28 270.711 2250.21 2331.4
  29 280.711 2152.38 2315.09
  30 290.711 2113.12 2264.86
  31 300.711 2151.14 2340.78
  32 310.711 2131.71 2433.66
  33 320.711 2195.38 2595.56
  34 330.711 2261.75 2790.71
  35 340.711 2178.68 2962.12
  36 350.711 2175.19 3094.2
  37 360.711 2154.17 3256.61
  38 370.711 2092.76 3444.66
  39 380.711 2097.66 3601.44
  40 390.711 1928.04 3417.12
  41 400.711 1914.38 3425.48
  42 410.711 1939.58 3505.19
  43 420.711 1875.99 3396.05
  44 430.711 1834.64 3625.23
  45 440.711 1728.76 3593.06
  46 450.711 1529.09 3441.28
  47 460.711 1268.26 3563.53
  48 470.711 1033.5 4101.61
  49 480.711 801.648 4730.81
  50 490.711 880.307 5255.12
  51 500.711 373.499 6747.25
