# Chunk-averaged data for fix fchT and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
20000 51 94314
  1 0.71415 944 142.285
  2 10.7142 1888 145.477
  3 20.7142 1888 146.14
  4 30.7142 1888 145.633
  5 40.7142 1888 145.807
  6 50.7142 1888 145.955
  7 60.7142 1888 146.118
  8 70.7142 1888 148.252
  9 80.7142 1888 146.233
  10 90.7142 1888 146.926
  11 100.714 1888 146.379
  12 110.714 1888 146.641
  13 120.714 1888.01 146.537
  14 130.714 1888.13 146.324
  15 140.714 1889.63 146.505
  16 150.714 1895.28 146.628
  17 160.714 1906.9 147.8
  18 170.714 1922.48 148.104
  19 180.714 1932.07 148.69
  20 190.714 1925.07 151.331
  21 200.714 1906.52 158.511
  22 210.714 1897.35 174.069
  23 220.714 1895.31 175.392
  24 230.714 1884.88 168.599
  25 240.714 1904.69 157.134
  26 250.714 1877.27 152.531
  27 260.714 1882.83 152.567
  28 270.714 1880.02 164.088
  29 280.714 1887.94 164.725
  30 290.714 1887.85 154.637
  31 300.714 1887.34 148.389
  32 310.714 1885.11 147.581
  33 320.714 1885.87 146.231
  34 330.714 1885.88 146.296
  35 340.714 1885.85 145.965
  36 350.714 1885.33 148.062
  37 360.714 1884.71 147.433
  38 370.714 1886.07 146.713
  39 380.714 1887.63 145.513
  40 390.714 1887.97 144.525
  41 400.714 1887.99 144.757
  42 410.714 1888 145.659
  43 420.714 1888 145.845
  44 430.714 1888 145.983
  45 440.714 1888 144.991
  46 450.714 1888 145.376
  47 460.714 1888 144.826
  48 470.714 1888 144.842
  49 480.714 1888 145.412
  50 490.714 1888 144.729
  51 500.714 708 140.955
30000 51 94314
  1 0.71415 932.324 2662.98
  2 10.7142 1760.43 2195.12
  3 20.7142 1824.02 2102.13
  4 30.7142 1893.17 2019.24
  5 40.7142 1920.6 1951.73
  6 50.7142 1891.72 1718.62
  7 60.7142 1890.83 1669.13
  8 70.7142 1875.58 1513.95
  9 80.7142 1864.26 1558.01
  10 90.7142 1868.66 1572.5
  11 100.714 1864.72 1563.66
  12 110.714 1870.86 1642.55
  13 120.714 1921.67 1760.15
  14 130.714 1927.81 1743.97
  15 140.714 1901.29 1624.17
  16 150.714 1890.89 1521.71
  17 160.714 1849.27 1342.92
  18 170.714 1860.37 1372.22
  19 180.714 1827.06 1198.6
  20 190.714 1886.71 1328.51
  21 200.714 1929.13 1250.69
  22 210.714 1934.18 1160.41
  23 220.714 1971.86 1183.62
  24 230.714 1963.08 1011.61
  25 240.714 1997.19 994.537
  26 250.714 1947.96 988.792
  27 260.714 1984.09 1005.41
  28 270.714 1903.01 1045.32
  29 280.714 1942.42 1204.09
  30 290.714 1940.51 1421.12
  31 300.714 1930.54 1464.51
  32 310.714 1926.37 1459.78
  33 320.714 1917.87 1321.64
  34 330.714 1916.7 1399.15
  35 340.714 1864.19 1361.96
  36 350.714 1871.28 1504.34
  37 360.714 1869.84 1518.12
  38 370.714 1844.91 1462.36
  39 380.714 1873.3 1597.03
  40 390.714 1868 1587.27
  41 400.714 1870.23 1570.69
  42 410.714 1899.49 1730.66
  43 420.714 1897.82 1687.11
  44 430.714 1892.11 1649.65
  45 440.714 1973 1899.66
  46 450.714 1940.19 1802.7
  47 460.714 1905.08 1819.9
  48 470.714 1924.58 2018.72
  49 480.714 1779.73 1946.2
  50 490.714 1652.39 1907.09
  51 500.714 660.718 2542.13
40000 51 94314
  1 0.71415 906.927 5991.11
  2 10.7142 1234.34 4922.68
  3 20.7142 1337.48 4112.09
  4 30.7142 1670.69 3943.28
  5 40.7142 1870.66 3794.99
  6 50.7142 1872.49 3437.61
  7 60.7142 1881.37 3291.93
  8 70.7142 1907.16 3296.06
  9 80.7142 1970.11 3103.97
  10 90.7142 1999.23 3026.46
  11 100.714 1894.55 2743.29
  12 110.714 1892.21 2521.17
  13 120.714 1972.08 2586.81
  14 130.714 1906.61 2241.25
  15 140.714 1801.77 1835.88
  16 150.714 1868.36 1837.4
  17 160.714 1899.38 1905.87
  18 170.714 1918.28 2005.33
  19 180.714 1935.05 1741.47
  20 190.714 1936.81 1529.06
  21 200.714 2057.78 1541.63
  22 210.714 2037.53 1527.74
  23 220.714 2062.86 1460.48
  24 230.714 2060.47 1496.06
  25 240.714 2120.81 1485.07
  26 250.714 2084.98 1483
  27 260.714 2103.46 1506.59
  28 270.714 2060.04 1557.98
  29 280.714 2028.05 1619.69
  30 290.714 2034.42 1717.55
  31 300.714 2069.11 1642.18
  32 310.714 2046.86 1690
  33 320.714 2056.7 1928.71
  34 330.714 2088.52 2069.39
  35 340.714 1976.26 2088.35
  36 350.714 1889.67 1904.49
  37 360.714 1903.29 1996.72
  38 370.714 1877.51 2167.81
  39 380.714 1966.86 2506.51
  40 390.714 2033.42 2828.06
  41 400.714 1983.64 2907.5
  42 410.714 2032.67 3068.12
  43 420.714 2029.17 3104.33
  44 430.714 1901.48 2946.36
  45 440.714 1934.65 3107.1
  46 450.714 1976.65 3127.66
  47 460.714 1910.48 2995.49
  48 470.714 1529.95 3145.97
  49 480.714 1129.3 3278.87
  50 490.714 1062.82 4279.28
  51 500.714 589.046 5847.23
50000 51 94314
  1 0.71415 811.061 5455.7
  2 10.7142 1109.73 4189.74
  3 20.7142 1165.5 3615.88
  4 30.7142 1402.39 3465.81
  5 40.7142 1667.36 3445.34
  6 50.7142 1724.68 3175.98
  7 60.7142 1867.29 3086.97
  8 70.7142 1833.22 3015.53
  9 80.7142 1900.34 3018.72
  10 90.7142 1951.83 3091.95
  11 100.714 1940.4 2994.19
  12 110.714 1934.7 2929.98
  13 120.714 1919.31 2785.06
  14 130.714 1911.43 2571.09
  15 140.714 1929.81 2308.88
  16 150.714 1912.69 2212.5
  17 160.714 1932.46 2132.15
  18 170.714 1987.9 2203.77
  19 180.714 2028.06 2146.92
  20 190.714 2039.78 2048.33
  21 200.714 2198.3 1874.54
  22 210.714 2263.47 1784.98
  23 220.714 2198.43 1753.12
  24 230.714 2067.62 1787.41
  25 240.714 2007.18 1816.08
  26 250.714 2161.81 1820.57
  27 260.714 2297 1753.82
  28 270.714 2012.82 1756.24
  29 280.714 2050.13 1817.6
  30 290.714 2198.1 1876.79
  31 300.714 2249.05 2000.48
  32 310.714 2206.6 2093.68
  33 320.714 2069.14 2119.82
  34 330.714 2082.83 2284.2
  35 340.714 2064.72 2297.05
  36 350.714 2039.63 2392.28
  37 360.714 2043.12 2486.82
  38 370.714 1997.5 2527.72
  39 380.714 1978.28 2609.8
  40 390.714 1992.61 2676.94
  41 400.714 2008.74 2781.73
  42 410.714 1994.35 2832.75
  43 420.714 1877.39 2711.23
  44 430.714 1809.42 2603.06
  45 440.714 1787.01 2584.72
  46 450.714 1783.38 2614.39
  47 460.714 1680.54 2609.34
  48 470.714 1391.19 2891.36
  49 480.714 1155.14 3362.36
  50 490.714 1092.45 3762.78
  51 500.714 586.089 5304.08
