# Chunk-averaged data for fix fchT and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
20000 51 94274
  1 0.708014 944 179.23
  2 10.708 1887.35 187.91
  3 20.708 1886.56 187.472
  4 30.708 1886.56 189.511
  5 40.708 1885.94 189.765
  6 50.708 1887.23 190.385
  7 60.708 1888.88 191.858
  8 70.708 1890.7 198.742
  9 80.708 1890.91 206.632
  10 90.708 1890.28 231.113
  11 100.708 1889.57 261.324
  12 110.708 1889.2 268.039
  13 120.708 1892.09 299.132
  14 130.708 1890.57 302.659
  15 140.708 1888.62 282.081
  16 150.708 1898.83 303.8
  17 160.708 1924.67 363.499
  18 170.708 1908.19 344.761
  19 180.708 1896.03 360.459
  20 190.708 1887.65 338.982
  21 200.708 1895.73 335.234
  22 210.708 1901.73 318.473
  23 220.708 1902.21 277.081
  24 230.708 1906.46 234.235
  25 240.708 1906.31 213.722
  26 250.708 1883.97 206.789
  27 260.708 1885.56 206.048
  28 270.708 1902.23 238.224
  29 280.708 1881.7 271.872
  30 290.708 1877.76 274.369
  31 300.708 1885.33 275.501
  32 310.708 1886.49 271.07
  33 320.708 1888.06 252.543
  34 330.708 1888.16 238.849
  35 340.708 1887.79 218.072
  36 350.708 1888.75 197.061
  37 360.708 1887.35 172.132
  38 370.708 1886.52 156.034
  39 380.708 1887.31 144.316
  40 390.708 1886.11 137.232
  41 400.708 1885.55 128.754
  42 410.708 1885.28 123.628
  43 420.708 1884.51 120.851
  44 430.708 1883.86 119.189
  45 440.708 1884.16 117.613
  46 450.708 1884.3 116.315
  47 460.708 1885.11 115.724
  48 470.708 1884.15 114.505
  49 480.708 1882.17 114.86
  50 490.708 1887.53 115.371
  51 500.708 708 117.866
30000 51 94274
  1 0.708014 902.826 4129.39
  2 10.708 1598.85 3277.64
  3 20.708 1707.19 2692.54
  4 30.708 1841.97 2460.83
  5 40.708 1850.74 2386.03
  6 50.708 1932.83 2310.25
  7 60.708 1882.07 2032.26
  8 70.708 1853.3 1701.62
  9 80.708 1871.08 1704.13
  10 90.708 1882.5 1588.08
  11 100.708 1905.17 1513.52
  12 110.708 1911.79 1362.03
  13 120.708 1905.76 1303.63
  14 130.708 1948.88 1298.06
  15 140.708 1931.77 1194.69
  16 150.708 1905.79 1132.99
  17 160.708 1939.68 1151.05
  18 170.708 1944.96 1141.24
  19 180.708 1940.56 1215.05
  20 190.708 1978.07 1133.65
  21 200.708 1915.94 954.326
  22 210.708 1926.76 937.535
  23 220.708 1965.62 925.026
  24 230.708 1913.02 855.35
  25 240.708 1901.18 858.178
  26 250.708 1954.82 934.394
  27 260.708 2000.22 1082.33
  28 270.708 1957.62 1112.55
  29 280.708 1884.44 1116.19
  30 290.708 1851.16 986.363
  31 300.708 1914.63 1088.74
  32 310.708 1968.15 1104
  33 320.708 1910.6 1141.92
  34 330.708 1893.67 1187.2
  35 340.708 1924.78 1371.73
  36 350.708 1978.19 1535.6
  37 360.708 1896.63 1380.82
  38 370.708 1873.52 1388.03
  39 380.708 1871.45 1510.57
  40 390.708 1896.86 1562.79
  41 400.708 1896.12 1604.84
  42 410.708 1913.5 1733
  43 420.708 1961.31 1956.64
  44 430.708 1970.89 2170.72
  45 440.708 1976.3 2247.49
  46 450.708 1941.27 2203.92
  47 460.708 1936.64 2355.98
  48 470.708 1860.81 2213.88
  49 480.708 1667.39 2279.05
  50 490.708 1485 2587.8
  51 500.708 629.707 3600.86
40000 51 94274
  1 0.708014 893.372 4518.03
  2 10.708 1243.87 3302.89
  3 20.708 1350.29 2479.52
  4 30.708 1616.44 2443.75
  5 40.708 1721.49 2379.63
  6 50.708 1918.51 2378.01
  7 60.708 1941.66 2216.96
  8 70.708 1882.78 2090.95
  9 80.708 1956.18 1887.64
  10 90.708 1961.99 1732.37
  11 100.708 1926.15 1572.9
  12 110.708 1887.2 1483.04
  13 120.708 1939.91 1441.54
  14 130.708 1953.59 1481.22
  15 140.708 1968.13 1457.57
  16 150.708 2004.49 1540.16
  17 160.708 1980.22 1475.88
  18 170.708 2016.7 1468.42
  19 180.708 2031.15 1474.32
  20 190.708 2046.61 1457.19
  21 200.708 1973.5 1444.47
  22 210.708 1942.57 1411.57
  23 220.708 1975.83 1413.08
  24 230.708 1929.56 1359.28
  25 240.708 1940.85 1343.77
  26 250.708 1965.46 1389.79
  27 260.708 2157.66 1459.83
  28 270.708 2089.56 1408.06
  29 280.708 1897.26 1370.12
  30 290.708 1883.43 1416.83
  31 300.708 1975.28 1459.08
  32 310.708 2064.57 1484.56
  33 320.708 2000.07 1535.42
  34 330.708 1905.16 1493.25
  35 340.708 1940.37 1587.83
  36 350.708 1991.77 1686
  37 360.708 2026.69 1844
  38 370.708 2022.27 1921.94
  39 380.708 2035.83 2023.51
  40 390.708 2128.87 2358.2
  41 400.708 2158.39 2475.18
  42 410.708 2021.51 2408.52
  43 420.708 1967.64 2436.35
  44 430.708 1857.59 2314.68
  45 440.708 1816.37 2333.28
  46 450.708 1760.89 2358.72
  47 460.708 1735.9 2430.57
  48 470.708 1650.42 2593.85
  49 480.708 1409.19 2760.88
  50 490.708 1180.5 3621.22
  51 500.708 628.303 5120.86
50000 51 94274
  1 0.708014 833.375 4206.85
  2 10.708 1276.89 3310.86
  3 20.708 1503.87 2669.04
  4 30.708 1626.46 2241.22
  5 40.708 1722.97 2140.35
  6 50.708 1872.36 2223.99
  7 60.708 1889.3 2179.84
  8 70.708 1865.99 2037.6
  9 80.708 1875.75 1974.25
  10 90.708 1958.52 1926.36
  11 100.708 1997.18 1913.32
  12 110.708 1979.06 1836.18
  13 120.708 2031.61 1778.87
  14 130.708 1988.45 1699.51
  15 140.708 1960.46 1655.47
  16 150.708 1955.08 1671.34
  17 160.708 1972.98 1668.47
  18 170.708 2018.77 1736.26
  19 180.708 2082.11 1856.92
  20 190.708 2083.75 1771.04
  21 200.708 2036.67 1657.43
  22 210.708 2002.24 1627.55
  23 220.708 1999.21 1648.13
  24 230.708 1932.32 1562.96
  25 240.708 1942.37 1577.72
  26 250.708 1993.29 1598.17
  27 260.708 2030.7 1660.15
  28 270.708 2047.41 1724.43
  29 280.708 1964.18 1695.49
  30 290.708 1900.82 1669.43
  31 300.708 1938.26 1691.77
  32 310.708 2058.99 1683.24
  33 320.708 2063.65 1761.77
  34 330.708 2109.72 1889.89
  35 340.708 2118.05 1959.4
  36 350.708 2102.34 1951.78
  37 360.708 2141.7 1922.56
  38 370.708 2147.39 2044.67
  39 380.708 2088.83 2117.46
  40 390.708 2062.22 2141.23
  41 400.708 1982.98 2202.49
  42 410.708 1880.96 2148.64
  43 420.708 1822.32 2082.01
  44 430.708 1809.91 2221.42
  45 440.708 1746.09 2243.09
  46 450.708 1706.25 2205.75
  47 460.708 1682.45 2301.87
  48 470.708 1481.57 2516.91
  49 480.708 1311.45 2697.35
  50 490.708 1123.44 3326.09
  51 500.708 551.311 4350.05
